SERIALNO,POBP,ANC1P,ANC2P,RAC1P,HISP,SEX,AGEP,PWGTP,POBP_SP,ANC1P_SP,ANC2P_SP,RAC1P_SP,HISP_SP,RELSHIPP_SP,gen,gender,partnership_type,age_group,spouse_iran,spouse_mena,spouse_white,spouse_hsp,spouse,PERWT,AGE,BPL,ANCESTR1,ANCESTR2,RACE,HISPAN,BPL_SP,ANCESTR1_SP,ANCESTR2_SP,RACE_SP,HISPAN_SP
2024HU0945558,212,416,999,1,1,1,68,12,6,32,215,9,2,21,1st gen,Male,Married,60-69,No,No,No,Yes,Hispanic,12,68,212,416,999,1,1,6,32,215,9,2
2024HU0946542,212,416,999,1,1,1,71,12,26,999,999,1,1,21,1st gen,Male,Married,70-79,No,No,Yes,No,Other White,12,71,212,416,999,1,1,26,999,999,1,1
2024HU0948365,212,416,999,1,1,2,51,15,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,15,51,212,416,999,1,1,212,416,999,1,1
2024HU0952667,212,416,999,1,1,2,53,11,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,11,53,212,416,999,1,1,212,416,999,1,1
2024HU0954135,212,600,999,1,1,2,59,4,129,84,999,1,1,21,1st gen,Female,Married,50-59,No,No,Yes,No,Other White,4,59,212,600,999,1,1,129,84,999,1,1
2024HU0957124,212,416,999,9,1,1,67,17,212,416,939,9,1,21,1st gen,Male,Married,60-69,Yes,Yes,No,No,Iranian,17,67,212,416,999,9,1,212,416,939,9,1
2024HU0960733,212,416,999,1,1,1,64,27,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,27,64,212,416,999,1,1,212,416,999,1,1
2024HU0964108,212,416,999,1,1,2,39,18,212,416,999,1,1,21,1st gen,Female,Married,30-39,Yes,Yes,Yes,No,Iranian,18,39,212,416,999,1,1,212,416,999,1,1
2024HU0965218,212,416,999,9,1,1,46,12,41,22,999,1,1,21,1st gen,Male,Married,40-49,No,No,Yes,No,Other White,12,46,212,416,999,9,1,41,22,999,1,1
2024HU0967845,212,431,999,1,1,1,60,9,158,431,999,1,1,21,1st gen,Male,Married,60-69,No,Yes,Yes,No,Other MENA,9,60,212,431,999,1,1,158,431,999,1,1
2024HU0968261,212,416,999,1,1,2,41,12,212,416,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,12,41,212,416,999,1,1,212,416,999,1,1
2024HU0969203,212,416,999,1,1,1,87,12,212,416,999,1,1,21,1st gen,Male,Married,80-89,Yes,Yes,Yes,No,Iranian,12,87,212,416,999,1,1,212,416,999,1,1
2024HU0969344,212,416,999,1,1,1,74,17,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,17,74,212,416,999,1,1,212,416,999,1,1
2024HU0969395,212,431,939,1,1,1,84,30,212,431,939,1,1,21,1st gen,Male,Married,80-89,Yes,Yes,Yes,No,Iranian,30,84,212,431,939,1,1,212,431,939,1,1
2024HU0969397,212,431,999,1,1,1,67,13,212,431,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,13,67,212,431,999,1,1,212,431,999,1,1
2024HU0973422,212,416,999,1,1,2,58,14,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,14,58,212,416,999,1,1,212,416,999,1,1
2024HU0974971,212,483,999,1,1,2,64,10,212,483,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,10,64,212,483,999,1,1,212,483,999,1,1
2024HU0975109,212,416,999,1,1,1,70,22,200,600,999,9,1,21,1st gen,Male,Married,70-79,No,No,No,No,Other,22,70,212,416,999,1,1,200,600,999,9,1
2024HU0975717,139,417,416,9,1,2,37,10,6,402,999,1,1,21,2nd gen,Female,Married,30-39,No,Yes,Yes,No,Other MENA,10,37,139,417,416,9,1,6,402,999,1,1
2024HU0977752,212,416,999,1,1,2,39,16,4,50,20,9,1,22,1st gen,Female,Unmarried partner,30-39,No,No,No,No,Other,16,39,212,416,999,1,1,4,50,20,9,1
2024HU0978109,212,416,999,1,1,1,45,45,6,22,999,1,1,23,1st gen,Male,Married,40-49,No,No,Yes,No,Other White,45,45,212,416,999,1,1,6,22,999,1,1
2024HU0985993,212,416,999,1,1,2,46,20,6,483,999,1,1,21,1st gen,Female,Married,40-49,No,Yes,Yes,No,Other MENA,20,46,212,416,999,1,1,6,483,999,1,1
2024HU0986191,212,999,999,1,1,2,46,9,212,416,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,9,46,212,999,999,1,1,212,416,999,1,1
2024HU0987522,212,490,999,1,1,2,62,9,212,490,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,9,62,212,490,999,1,1,212,490,999,1,1
2024HU0990910,212,924,431,1,1,1,62,14,212,924,431,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,14,62,212,924,431,1,1,212,924,431,1,1
2024HU0991577,212,416,999,1,1,2,45,26,212,416,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,26,45,212,416,999,1,1,212,416,999,1,1
2024HU0992025,212,416,999,1,1,2,44,48,212,416,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,48,44,212,416,999,1,1,212,416,999,1,1
2024HU0995543,212,416,999,1,1,1,88,72,212,416,999,1,1,21,1st gen,Male,Married,80-89,Yes,Yes,Yes,No,Iranian,72,88,212,416,999,1,1,212,416,999,1,1
2024HU0996435,212,999,999,1,1,2,66,11,45,999,999,1,1,21,1st gen,Female,Married,60-69,No,No,Yes,No,Other White,11,66,212,999,999,1,1,45,999,999,1,1
2024HU0998819,212,416,999,9,1,2,30,8,212,416,999,9,1,21,1st gen,Female,Married,30-39,Yes,Yes,No,No,Iranian,8,30,212,416,999,9,1,212,416,999,9,1
2024HU1001148,6,22,416,1,1,2,39,15,6,32,999,1,1,21,2nd gen,Female,Married,30-39,No,No,Yes,No,Other White,15,39,6,22,416,1,1,6,32,999,1,1
2024HU1008962,110,416,999,1,1,1,43,44,35,32,148,1,1,21,2nd gen,Male,Married,40-49,No,No,Yes,No,Other White,44,43,110,416,999,1,1,35,32,148,1,1
2024HU1012017,212,999,999,1,1,2,89,10,212,431,999,1,1,21,1st gen,Female,Married,80-89,Yes,Yes,Yes,No,Iranian,10,89,212,999,999,1,1,212,431,999,1,1
2024HU1013579,212,416,999,1,1,2,54,10,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,10,54,212,416,999,1,1,212,416,999,1,1
2024HU1014972,212,416,999,1,1,2,78,5,39,32,50,1,1,21,1st gen,Female,Married,70-79,No,No,Yes,No,Other White,5,78,212,416,999,1,1,39,32,50,1,1
2024HU1015088,212,416,999,1,1,2,50,69,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,69,50,212,416,999,1,1,212,416,999,1,1
2024HU1016144,212,490,999,1,1,1,40,8,243,434,999,1,1,21,1st gen,Male,Married,40-49,No,Yes,Yes,No,Other MENA,8,40,212,490,999,1,1,243,434,999,1,1
2024HU1018135,212,416,999,1,1,2,42,63,36,195,995,1,1,21,1st gen,Female,Married,40-49,No,No,Yes,No,Other White,63,42,212,416,999,1,1,36,195,995,1,1
2024HU1018673,212,431,999,1,1,2,60,13,212,431,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,13,60,212,431,999,1,1,212,431,999,1,1
2024HU1019027,212,416,999,1,1,2,88,10,212,416,999,1,1,21,1st gen,Female,Married,80-89,Yes,Yes,Yes,No,Iranian,10,88,212,416,999,1,1,212,416,999,1,1
2024HU1020814,212,416,999,9,1,2,34,10,212,416,999,9,1,21,1st gen,Female,Married,30-39,Yes,Yes,No,No,Iranian,10,34,212,416,999,9,1,212,416,999,9,1
2024HU1023039,212,416,999,1,1,2,59,6,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,6,59,212,416,999,1,1,212,416,999,1,1
2024HU1024366,212,416,999,1,1,2,67,11,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,11,67,212,416,999,1,1,212,416,999,1,1
2024HU1029327,212,416,999,1,1,2,39,19,243,434,999,1,1,21,1st gen,Female,Married,30-39,No,Yes,Yes,No,Other MENA,19,39,212,416,999,1,1,243,434,999,1,1
2024HU1030433,212,416,999,1,1,1,90,11,110,32,999,1,1,21,1st gen,Male,Married,NA,No,No,Yes,No,Other White,11,90,212,416,999,1,1,110,32,999,1,1
2024HU1035818,212,999,999,9,1,1,55,19,212,996,999,9,1,21,1st gen,Male,Married,50-59,Yes,No,No,No,Iranian,19,55,212,999,999,9,1,212,996,999,9,1
2024HU1035871,212,431,999,1,1,1,83,9,212,431,999,1,1,21,1st gen,Male,Married,80-89,Yes,Yes,Yes,No,Iranian,9,83,212,431,999,1,1,212,431,999,1,1
2024HU1037081,212,416,999,1,1,1,39,49,212,416,999,1,1,21,1st gen,Male,Married,30-39,Yes,Yes,Yes,No,Iranian,49,39,212,416,999,1,1,212,416,999,1,1
2024HU1039802,212,999,999,1,1,2,66,10,212,999,999,1,1,21,1st gen,Female,Married,60-69,Yes,No,Yes,No,Iranian,10,66,212,999,999,1,1,212,999,999,1,1
2024HU1042583,212,416,999,1,1,2,41,14,212,416,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,14,41,212,416,999,1,1,212,416,999,1,1
2024HU1044284,212,431,999,1,1,2,59,37,212,431,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,37,59,212,431,999,1,1,212,431,999,1,1
2024HU1045029,212,416,999,1,1,2,67,13,27,32,82,1,1,21,1st gen,Female,Married,60-69,No,No,Yes,No,Other White,13,67,212,416,999,1,1,27,32,82,1,1
2024HU1045054,301,416,999,1,1,2,32,19,6,32,50,1,1,21,2nd gen,Female,Married,30-39,No,No,Yes,No,Other White,19,32,301,416,999,1,1,6,32,50,1,1
2024HU1045193,212,416,999,1,1,1,71,17,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,17,71,212,416,999,1,1,212,416,999,1,1
2024HU1048952,212,999,999,1,1,2,29,8,212,490,999,1,1,21,1st gen,Female,Married,20-29,Yes,Yes,Yes,No,Iranian,8,29,212,999,999,1,1,212,490,999,1,1
2024HU1049214,6,416,999,1,1,2,37,13,6,291,999,9,23,21,2nd gen,Female,Married,30-39,No,No,No,Yes,Hispanic,13,37,6,416,999,1,1,6,291,999,9,23
2024HU1052930,212,416,999,1,1,2,40,11,29,924,32,1,1,21,1st gen,Female,Married,40-49,No,No,Yes,No,Other White,11,40,212,416,999,1,1,29,924,32,1,1
2024HU1054375,212,416,999,1,1,1,70,8,6,22,20,1,1,21,1st gen,Male,Married,70-79,No,No,Yes,No,Other White,8,70,212,416,999,1,1,6,22,20,1,1
2024HU1057500,6,615,416,9,1,2,41,25,6,22,50,1,1,22,2nd gen,Female,Unmarried partner,40-49,No,No,Yes,No,Other White,25,41,6,615,416,9,1,6,22,50,1,1
2024HU1058277,212,999,999,1,1,2,53,44,212,999,999,1,1,21,1st gen,Female,Married,50-59,Yes,No,Yes,No,Iranian,44,53,212,999,999,1,1,212,999,999,1,1
2024HU1058987,212,416,999,1,1,1,57,6,212,416,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,6,57,212,416,999,1,1,212,416,999,1,1
2024HU1060994,212,416,999,1,1,1,80,13,212,416,999,1,1,21,1st gen,Male,Married,80-89,Yes,Yes,Yes,No,Iranian,13,80,212,416,999,1,1,212,416,999,1,1
2024HU1067294,212,416,999,1,1,2,74,10,212,416,999,1,1,21,1st gen,Female,Married,70-79,Yes,Yes,Yes,No,Iranian,10,74,212,416,999,1,1,212,416,999,1,1
2024HU1071852,212,416,999,1,1,2,74,16,212,416,999,1,1,21,1st gen,Female,Married,70-79,Yes,Yes,Yes,No,Iranian,16,74,212,416,999,1,1,212,416,999,1,1
2024HU1072055,212,483,999,1,1,1,70,20,212,483,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,20,70,212,483,999,1,1,212,483,999,1,1
2024HU1074234,212,431,999,1,1,2,42,9,212,431,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,9,42,212,431,999,1,1,212,431,999,1,1
2024HU1075021,212,483,999,1,1,2,61,19,212,483,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,19,61,212,483,999,1,1,212,483,999,1,1
2024HU1075460,212,416,999,1,1,2,73,17,212,416,999,1,1,21,1st gen,Female,Married,70-79,Yes,Yes,Yes,No,Iranian,17,73,212,416,999,1,1,212,416,999,1,1
2024HU1078100,212,431,416,1,1,2,35,7,212,416,431,1,1,21,1st gen,Female,Married,30-39,Yes,Yes,Yes,No,Iranian,7,35,212,431,416,1,1,212,416,431,1,1
2024HU1089339,6,416,999,1,1,2,40,17,6,82,999,1,1,21,2nd gen,Female,Married,40-49,No,No,Yes,No,Other White,17,40,6,416,999,1,1,6,82,999,1,1
2024HU1089852,212,416,999,1,1,2,69,63,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,63,69,212,416,999,1,1,212,416,999,1,1
2024HU1090229,6,416,939,1,1,1,41,14,6,416,939,1,1,21,2nd gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,14,41,6,416,939,1,1,6,416,939,1,1
2024HU1090788,212,442,999,9,1,1,35,10,6,51,142,1,1,21,1st gen,Male,Married,30-39,No,No,Yes,No,Other White,10,35,212,442,999,9,1,6,51,142,1,1
2024HU1090971,212,416,999,1,1,1,50,38,6,939,999,1,1,21,1st gen,Male,Married,50-59,No,No,Yes,No,Other White,38,50,212,416,999,1,1,6,939,999,1,1
2024HU1093593,212,416,999,1,1,2,67,11,36,32,22,1,1,21,1st gen,Female,Married,60-69,No,No,Yes,No,Other White,11,67,212,416,999,1,1,36,32,22,1,1
2024HU1094165,212,999,999,1,1,1,42,10,158,999,999,1,1,21,1st gen,Male,Married,40-49,No,No,Yes,No,Other White,10,42,212,999,999,1,1,158,999,999,1,1
2024HU1094565,212,416,999,1,1,2,62,20,119,50,999,1,1,21,1st gen,Female,Married,60-69,No,No,Yes,No,Other White,20,62,212,416,999,1,1,119,50,999,1,1
2024HU1095165,212,999,999,1,1,1,50,46,212,416,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,46,50,212,999,999,1,1,212,416,999,1,1
2024HU1095486,6,416,999,1,1,2,38,20,6,22,50,1,1,21,2nd gen,Female,Married,30-39,No,No,Yes,No,Other White,20,38,6,416,999,1,1,6,22,50,1,1
2024HU1095914,212,416,999,1,1,1,74,8,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,8,74,212,416,999,1,1,212,416,999,1,1
2024HU1097003,212,416,999,1,1,2,37,25,32,416,939,1,1,21,1st gen,Female,Married,30-39,Yes,Yes,Yes,No,Iranian,25,37,212,416,999,1,1,32,416,939,1,1
2024HU1097369,243,416,999,1,1,1,50,14,6,902,32,9,1,21,2nd gen,Male,Married,50-59,No,No,No,No,Other,14,50,243,416,999,1,1,6,902,32,9,1
2024HU1098171,212,483,999,1,1,2,58,10,212,483,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,10,58,212,483,999,1,1,212,483,999,1,1
2024HU1099056,212,431,999,1,1,2,85,54,212,431,999,1,1,21,1st gen,Female,Married,80-89,Yes,Yes,Yes,No,Iranian,54,85,212,431,999,1,1,212,431,999,1,1
2024HU1099061,212,999,999,1,1,2,52,41,212,431,939,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,41,52,212,999,999,1,1,212,431,939,1,1
2024HU1099858,212,431,999,9,1,2,74,7,212,431,999,9,1,21,1st gen,Female,Married,70-79,Yes,Yes,No,No,Iranian,7,74,212,431,999,9,1,212,431,999,9,1
2024HU1100324,212,483,999,1,1,2,72,15,212,483,416,1,1,21,1st gen,Female,Married,70-79,Yes,Yes,Yes,No,Iranian,15,72,212,483,999,1,1,212,483,416,1,1
2024HU1102741,212,416,999,1,1,2,60,17,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,17,60,212,416,999,1,1,212,416,999,1,1
2024HU1104838,212,416,431,1,1,1,68,15,158,416,431,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,15,68,212,416,431,1,1,158,416,431,1,1
2024HU1106401,212,416,999,1,1,1,40,40,233,720,999,6,1,22,1st gen,Male,Unmarried partner,40-49,No,No,No,No,Other,40,40,212,416,999,1,1,233,720,999,6,1
2024HU1107046,212,431,999,1,1,2,65,6,212,431,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,6,65,212,431,999,1,1,212,431,999,1,1
2024HU1108353,212,416,999,1,1,2,53,10,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,10,53,212,416,999,1,1,212,416,999,1,1
2024HU1111324,212,416,999,1,1,1,68,44,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,44,68,212,416,999,1,1,212,416,999,1,1
2024HU1116117,212,431,999,1,1,1,74,12,212,431,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,12,74,212,431,999,1,1,212,431,999,1,1
2024HU1119991,212,416,999,1,1,2,48,6,156,128,148,1,1,21,1st gen,Female,Married,40-49,No,No,Yes,No,Other White,6,48,212,416,999,1,1,156,128,148,1,1
2024HU1128924,212,999,999,1,1,1,43,25,212,416,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,25,43,212,999,999,1,1,212,416,999,1,1
2024HU1132618,212,416,999,1,1,1,71,18,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,18,71,212,416,999,1,1,212,416,999,1,1
2024HU1134034,212,416,999,1,1,1,71,27,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,27,71,212,416,999,1,1,212,416,999,1,1
2024HU1134540,212,32,416,1,1,1,34,29,6,32,291,1,23,21,1st gen,Male,Married,30-39,No,No,No,Yes,Hispanic,29,34,212,32,416,1,1,6,32,291,1,23
2024HU1136687,212,999,999,1,1,1,48,78,139,999,999,1,1,21,1st gen,Male,Married,40-49,No,No,Yes,No,Other White,78,48,212,999,999,1,1,139,999,999,1,1
2024HU1138006,212,416,999,1,1,2,35,15,212,416,999,1,1,21,1st gen,Female,Married,30-39,Yes,Yes,Yes,No,Iranian,15,35,212,416,999,1,1,212,416,999,1,1
2024HU1138730,212,416,999,1,1,1,45,6,212,416,999,1,1,22,1st gen,Male,Unmarried partner,40-49,Yes,Yes,Yes,No,Iranian,6,45,212,416,999,1,1,212,416,999,1,1
2024HU1138968,212,431,999,1,1,2,51,9,212,431,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,9,51,212,431,999,1,1,212,431,999,1,1
2024HU1143075,212,999,999,1,1,2,69,18,40,999,999,1,1,21,1st gen,Female,Married,60-69,No,No,Yes,No,Other White,18,69,212,999,999,1,1,40,999,999,1,1
2024HU1144046,212,999,999,1,1,1,45,34,6,939,999,1,1,21,1st gen,Male,Married,40-49,No,No,Yes,No,Other White,34,45,212,999,999,1,1,6,939,999,1,1
2024HU1144135,212,416,999,1,1,1,51,12,17,89,22,1,1,21,1st gen,Male,Married,50-59,No,No,Yes,No,Other White,12,51,212,416,999,1,1,17,89,22,1,1
2024HU1144647,212,195,999,1,1,1,84,10,6,939,999,1,1,21,1st gen,Male,Married,80-89,No,No,Yes,No,Other White,10,84,212,195,999,1,1,6,939,999,1,1
2024HU1152090,212,416,999,1,1,1,41,15,6,650,999,6,1,22,1st gen,Male,Unmarried partner,40-49,No,No,No,No,Other,15,41,212,416,999,1,1,6,650,999,6,1
2024HU1155247,212,416,999,1,1,2,66,12,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,12,66,212,416,999,1,1,212,416,999,1,1
2024HU1158258,212,431,999,1,1,2,41,27,212,431,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,27,41,212,431,999,1,1,212,431,999,1,1
2024HU1159093,212,431,999,1,1,2,74,15,212,431,999,1,1,21,1st gen,Female,Married,70-79,Yes,Yes,Yes,No,Iranian,15,74,212,431,999,1,1,212,431,999,1,1
2024HU1168031,212,416,999,1,1,2,38,13,39,153,22,1,1,21,1st gen,Female,Married,30-39,No,No,Yes,No,Other White,13,38,212,416,999,1,1,39,153,22,1,1
2024HU1169658,212,416,999,1,1,2,59,90,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,90,59,212,416,999,1,1,212,416,999,1,1
2024HU1179265,212,416,999,1,1,1,47,76,212,416,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,76,47,212,416,999,1,1,212,416,999,1,1
2024HU1181143,212,416,999,1,1,2,57,48,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,48,57,212,416,999,1,1,212,416,999,1,1
2024HU1182049,6,416,999,1,1,2,33,10,6,51,999,1,1,22,2nd gen,Female,Unmarried partner,30-39,No,No,Yes,No,Other White,10,33,6,416,999,1,1,6,51,999,1,1
2024HU1184377,212,416,999,9,1,2,60,17,138,50,999,1,1,21,1st gen,Female,Married,60-69,No,No,Yes,No,Other White,17,60,212,416,999,9,1,138,50,999,1,1
2024HU1184414,212,416,999,1,1,2,74,14,212,999,999,1,1,21,1st gen,Female,Married,70-79,Yes,No,Yes,No,Iranian,14,74,212,416,999,1,1,212,999,999,1,1
2024HU1186034,212,999,999,1,1,1,42,11,212,999,999,1,1,21,1st gen,Male,Married,40-49,Yes,No,Yes,No,Iranian,11,42,212,999,999,1,1,212,999,999,1,1
2024HU1186763,212,416,999,1,1,1,53,14,6,924,999,1,1,21,1st gen,Male,Married,50-59,No,No,Yes,No,Other White,14,53,212,416,999,1,1,6,924,999,1,1
2024HU1187781,212,416,999,1,1,2,43,41,212,416,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,41,43,212,416,999,1,1,212,416,999,1,1
2024HU1191642,212,924,490,1,1,1,68,51,212,924,999,1,1,21,1st gen,Male,Married,60-69,Yes,No,Yes,No,Iranian,51,68,212,924,490,1,1,212,924,999,1,1
2024HU1200284,212,416,999,1,1,1,85,9,212,416,999,1,1,21,1st gen,Male,Married,80-89,Yes,Yes,Yes,No,Iranian,9,85,212,416,999,1,1,212,416,999,1,1
2024HU1205721,212,999,999,1,1,2,47,10,212,999,999,1,1,21,1st gen,Female,Married,40-49,Yes,No,Yes,No,Iranian,10,47,212,999,999,1,1,212,999,999,1,1
2024HU1206568,212,431,999,1,1,2,76,9,110,431,999,1,1,21,1st gen,Female,Married,70-79,No,Yes,Yes,No,Other MENA,9,76,212,431,999,1,1,110,431,999,1,1
2024HU1208941,6,416,999,1,1,1,36,34,6,416,999,1,1,21,2nd gen,Male,Married,30-39,Yes,Yes,Yes,No,Iranian,34,36,6,416,999,1,1,6,416,999,1,1
2024HU1210048,212,416,999,1,1,1,60,12,6,142,148,1,1,21,1st gen,Male,Married,60-69,No,No,Yes,No,Other White,12,60,212,416,999,1,1,6,142,148,1,1
2024HU1210872,212,416,999,1,1,2,59,10,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,10,59,212,416,999,1,1,212,416,999,1,1
2024HU1216810,212,416,999,1,1,1,43,116,212,416,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,116,43,212,416,999,1,1,212,416,999,1,1
2024HU1219393,212,416,999,1,1,1,66,10,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,10,66,212,416,999,1,1,212,416,999,1,1
2024HU1224199,212,416,999,1,1,2,59,11,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,11,59,212,416,999,1,1,212,416,999,1,1
2024HU1224902,212,999,999,1,1,1,72,16,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,16,72,212,999,999,1,1,212,416,999,1,1
2024HU1225863,6,416,999,1,1,2,38,12,6,416,999,1,1,21,2nd gen,Female,Married,30-39,Yes,Yes,Yes,No,Iranian,12,38,6,416,999,1,1,6,416,999,1,1
2024HU1227964,6,416,195,1,1,2,57,11,26,50,32,1,1,21,2nd gen,Female,Married,50-59,No,No,Yes,No,Other White,11,57,6,416,195,1,1,26,50,32,1,1
2024HU1228579,6,46,416,1,1,1,33,11,207,706,999,6,1,21,2nd gen,Male,Married,30-39,No,No,No,No,Other,11,33,6,46,416,1,1,207,706,999,6,1
2024HU1229799,212,483,999,9,1,2,67,38,212,416,483,9,1,21,1st gen,Female,Married,60-69,Yes,Yes,No,No,Iranian,38,67,212,483,999,9,1,212,416,483,9,1
2024HU1230238,212,416,999,1,1,2,64,13,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,13,64,212,416,999,1,1,212,416,999,1,1
2024HU1230369,212,416,939,1,1,1,83,13,212,416,939,1,1,21,1st gen,Male,Married,80-89,Yes,Yes,Yes,No,Iranian,13,83,212,416,939,1,1,212,416,939,1,1
2024HU1234363,212,416,999,1,1,2,68,24,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,24,68,212,416,999,1,1,212,416,999,1,1
2024HU1237526,212,416,999,1,1,2,67,20,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,20,67,212,416,999,1,1,212,416,999,1,1
2024HU1237534,212,431,999,1,1,1,61,22,212,431,999,1,1,22,1st gen,Male,Unmarried partner,60-69,Yes,Yes,Yes,No,Iranian,22,61,212,431,999,1,1,212,431,999,1,1
2024HU1237909,212,999,999,1,1,2,56,44,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,44,56,212,999,999,1,1,212,416,999,1,1
2024HU1240348,212,416,999,1,1,1,66,21,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,21,66,212,416,999,1,1,212,416,999,1,1
2024HU1241541,212,431,999,1,1,1,38,20,158,431,999,1,1,21,1st gen,Male,Married,30-39,No,Yes,Yes,No,Other MENA,20,38,212,431,999,1,1,158,431,999,1,1
2024HU1242468,212,416,999,1,1,1,59,12,301,22,999,1,1,21,1st gen,Male,Married,50-59,No,No,Yes,No,Other White,12,59,212,416,999,1,1,301,22,999,1,1
2024HU1250585,212,416,999,1,1,2,68,21,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,21,68,212,416,999,1,1,212,416,999,1,1
2024HU1251401,212,416,939,1,1,2,52,62,212,431,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,62,52,212,416,939,1,1,212,431,999,1,1
2024HU1252399,212,431,999,1,1,1,52,37,212,431,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,37,52,212,431,999,1,1,212,431,999,1,1
