YEAR,SERIAL,HHWT,STATEFIP,HHINCOME,PERWT,SEX,AGE,BPL,ANCESTR1,ANCESTR2,CITIZEN,YRIMMIG,SCHL,EMPSTAT,CLASSWKR,OCC,WKHP,INCTOT,INCWAGE,POVERTY,REGION,PUMA,educ_factor,age,gender,bpl,gen,class_wkrd,emp_stat,CITIZEN2,born_in_iran,any_iranian_anc,generation,is_child_of_iranian
2022,2022HU0579945,14,8,120000,15,1,37,212,416,999,4,1996,21,1,1,4700,40,120000,120000,345,4,02003,Bachelors degree,37,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU0579945,14,8,120000,15,2,7,17,416,22,1,1937,5,0,0,N,0,-19999,-1,345,4,02003,Less than high school,7,Female,17,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0579945,14,8,120000,16,1,5,6,416,22,1,1937,3,0,0,N,0,-19999,-1,345,4,02003,Less than high school,5,Male,6,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0579945,14,8,120000,14,2,4,6,416,22,1,1937,1,0,0,N,0,-19999,-1,345,4,02003,Less than high school,4,Female,6,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0659158,10,8,217800,10,1,61,212,416,999,4,1985,24,1,1,1530,40,198600,195000,501,4,02005,Graduate degree,61,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU0659158,10,8,217800,9,2,61,212,416,999,4,1986,20,1,1,2360,12,12000,12000,501,4,02005,Some college,61,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU0659158,10,8,217800,9,1,32,12,416,999,1,1937,19,6,1,9130,0,1200,0,501,4,02005,Some college,32,Male,12,2nd gen,Private sector employee,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0659158,10,8,217800,10,1,26,12,416,999,1,1937,18,1,1,4720,24,6000,6000,501,4,02005,Some college,26,Male,12,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0711373,7,8,24000,7,1,36,212,416,999,4,2016,22,6,4,2205,0,24000,0,108,4,00502,Graduate degree,36,Male,212,1st gen,Public sector employee,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU0711373,7,8,24000,6,2,34,212,416,999,4,2016,21,6,0,N,0,0,0,108,4,00502,Bachelors degree,34,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU0711373,7,8,24000,7,1,6,212,416,999,3,2016,3,0,0,N,0,-19999,-1,108,4,00502,Less than high school,6,Male,212,1st gen,N/A,N/A,US-born,TRUE,TRUE,First generation,FALSE
2022,2022HU0732411,28,8,120000,28,1,43,11,416,999,1,1937,21,1,1,1410,40,120000,120000,501,4,01701,Bachelors degree,43,Male,11,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0739332,10,8,250000,12,1,33,48,416,924,1,1937,22,1,1,1240,40,188000,188000,501,4,01602,Graduate degree,33,Male,48,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0739332,10,8,250000,15,2,0,8,750,924,1,1937,0,0,0,N,0,-19999,-1,501,4,01602,No schooling or N/A,0,Female,8,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2022,2022HU0739517,21,8,163200,21,1,37,51,50,416,1,1937,22,1,3,3230,36,88200,75000,501,4,01701,Graduate degree,37,Male,51,2nd gen,Public sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0768845,10,8,195000,7,1,66,39,26,416,1,1937,21,1,1,1305,32,120000,120000,501,4,00302,Bachelors degree,66,Male,39,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0772660,11,8,69600,11,2,78,212,924,999,4,1953,21,6,0,N,0,9600,0,397,4,00401,Bachelors degree,78,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2022,2022HU0787109,16,8,241800,18,2,70,212,416,999,4,1975,22,6,6,0710,0,31200,0,501,4,00502,Graduate degree,70,Female,212,1st gen,Self-employed,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU0806267,12,8,46400,12,2,69,6,183,416,1,1937,21,6,3,5940,0,0,0,272,4,00301,Bachelors degree,69,Female,6,2nd gen,Public sector employee,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0816276,7,8,87500,7,1,85,212,416,999,4,1958,22,6,0,N,0,7000,0,386,4,01001,Graduate degree,85,Male,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU0816276,7,8,87500,9,1,57,8,98,416,1,1937,23,3,1,1021,12,40500,500,386,4,01001,Graduate degree,57,Male,8,2nd gen,Private sector employee,Unemployed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0829776,8,8,21400,7,1,68,212,999,999,4,1987,16,6,1,7700,0,20000,0,100,4,01401,High school degree,68,Male,212,1st gen,Private sector employee,Not in labor force,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2022,2022HU0829776,8,8,21400,11,2,56,212,999,999,4,1987,16,6,0,N,0,1400,0,100,4,01401,High school degree,56,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2022,2022HU0829776,8,8,21400,8,1,28,8,999,999,1,1937,15,6,1,9365,0,0,0,100,4,01401,Some high school,28,Male,8,2nd gen,Private sector employee,Not in labor force,US-born,FALSE,FALSE,Second+ generation,TRUE
2022,2022HU0874443,12,8,18000,12,1,25,311,913,416,4,2016,18,1,1,4760,35,18000,18000,121,4,01701,Some college,25,Male,311,2nd gen,Private sector employee,Employed,Naturalized citizen,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0882036,18,8,225000,18,2,37,6,416,999,1,1937,21,1,1,4840,40,200000,200000,501,4,01704,Bachelors degree,37,Female,6,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0882036,18,8,225000,16,1,7,8,88,416,1,1937,3,0,0,N,0,-19999,-1,501,4,01704,Less than high school,7,Male,8,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0882036,18,8,225000,15,1,5,8,88,416,1,1937,2,0,0,N,0,-19999,-1,501,4,01704,Less than high school,5,Male,8,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0882932,22,8,124200,20,1,66,212,416,999,4,1996,22,1,1,4700,70,70000,70000,501,4,01202,Graduate degree,66,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU0882932,22,8,124200,16,2,26,109,416,939,3,1996,15,6,0,N,0,5200,0,501,4,01202,Some high school,26,Female,109,2nd gen,N/A,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0884351,18,8,140000,18,1,36,212,416,999,5,2015,24,1,4,2360,40,100000,100000,501,4,01001,Graduate degree,36,Male,212,1st gen,Public sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU0884351,18,8,140000,19,2,35,212,999,999,5,2016,21,1,6,3255,40,40000,0,501,4,01001,Bachelors degree,35,Female,212,1st gen,Self-employed,Employed,Not a citizen,TRUE,FALSE,First generation,FALSE
2022,2022HU0936137,18,8,35000,19,2,27,301,416,999,5,2006,21,1,1,3422,48,35000,35000,233,4,01701,Bachelors degree,27,Female,301,2nd gen,Private sector employee,Employed,Not a citizen,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0945672,11,8,125900,11,1,75,212,416,999,4,1952,21,6,1,9130,0,18000,0,501,4,00901,Bachelors degree,75,Male,212,1st gen,Private sector employee,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU0945672,11,8,125900,12,2,65,212,416,999,4,1998,23,1,2,3090,30,107900,60000,501,4,00901,Graduate degree,65,Female,212,1st gen,Non-profit employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU0965938,18,8,141300,19,1,77,212,11,999,4,1986,24,6,7,1750,0,128300,0,501,4,00502,Graduate degree,77,Male,212,1st gen,Self-employed,Not in labor force,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2022,2022HU0970559,24,8,78000,24,2,27,6,416,740,1,1937,21,1,1,4710,55,78000,70000,501,4,01202,Bachelors degree,27,Female,6,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0996737,9,8,62100,8,1,76,222,499,416,4,1992,24,6,0,N,0,10900,0,293,4,01002,Graduate degree,76,Male,222,2nd gen,N/A,Not in labor force,Naturalized citizen,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0996737,9,8,62100,10,2,25,8,416,50,1,1937,16,2,1,3601,10,1200,1200,293,4,01002,High school degree,25,Female,8,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1005500,16,8,143900,15,1,43,212,416,999,4,2007,22,1,4,1106,40,103700,106000,501,4,00701,Graduate degree,43,Male,212,1st gen,Public sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU1005500,16,8,143900,11,2,41,212,416,999,4,2003,21,1,1,3602,19,40200,16200,501,4,00701,Bachelors degree,41,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU1005500,16,8,143900,14,2,14,8,416,999,1,1937,12,0,0,N,0,-19999,-1,501,4,00701,Some high school,14,Female,8,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1005500,16,8,143900,13,1,10,8,416,999,1,1937,8,0,0,N,0,-19999,-1,501,4,00701,Less than high school,10,Male,8,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1021097,12,8,267000,11,2,64,216,416,999,4,1992,23,1,2,3090,60,230000,230000,501,4,01603,Graduate degree,64,Female,216,2nd gen,Non-profit employee,Employed,Naturalized citizen,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1062719,15,8,71000,16,2,25,212,416,999,4,2002,19,1,1,4700,42,36000,36000,376,4,01601,Some college,25,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU1062719,15,8,71000,12,2,55,212,416,999,5,2002,19,1,1,4700,40,35000,35000,376,4,01601,Some college,55,Female,212,1st gen,Private sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU1068616,25,8,71700,19,2,45,212,999,999,4,1986,24,1,6,1860,40,70000,0,213,4,00902,Graduate degree,45,Female,212,1st gen,Self-employed,Employed,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2022,2022HU1068616,25,8,71700,39,2,20,16,999,999,1,1937,19,6,1,4150,10,1700,1700,213,4,00902,Some college,20,Female,16,2nd gen,Private sector employee,Not in labor force,US-born,FALSE,FALSE,Second+ generation,TRUE
2022,2022HU1068616,25,8,71700,19,1,9,51,999,999,1,1937,6,0,0,N,0,-19999,-1,213,4,00902,Less than high school,9,Male,51,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2022,2022HU1068616,25,8,71700,19,2,8,51,999,999,1,1937,5,0,0,N,0,-19999,-1,213,4,00902,Less than high school,8,Female,51,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2022,2022HU1070951,59,8,145000,59,1,26,8,416,999,1,1937,22,1,1,1007,52,130000,130000,501,4,00902,Graduate degree,26,Male,8,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1088045,14,8,24600,14,1,40,8,416,924,1,1937,19,1,6,0710,10,9100,0,48,4,01701,Some college,40,Male,8,2nd gen,Self-employed,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1088045,14,8,24600,11,2,1,8,995,999,1,1937,0,0,0,N,0,-19999,-1,48,4,01701,No schooling or N/A,1,Female,8,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2022,2022HU1162972,39,8,550000,36,1,36,8,416,999,1,1937,21,1,1,0010,65,350000,350000,501,4,01702,Bachelors degree,36,Male,8,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1162972,39,8,550000,38,2,0,8,416,22,1,1937,0,0,0,N,0,-19999,-1,501,4,01702,No schooling or N/A,0,Female,8,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1163894,8,8,293000,7,2,65,35,416,210,1,1937,21,6,3,2310,40,86000,68000,501,4,01703,Bachelors degree,65,Female,35,2nd gen,Public sector employee,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1163894,8,8,293000,12,1,33,8,142,50,1,1937,21,2,1,9240,50,120000,120000,501,4,01703,Bachelors degree,33,Male,8,2nd gen,Private sector employee,Employed,US-born,FALSE,FALSE,Second+ generation,TRUE
2022,2022HU1189823,7,8,15000,7,1,82,212,999,999,4,1968,1,6,0,N,0,15000,0,110,4,01301,Less than high school,82,Male,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2022,2022HU1196816,24,8,127200,26,2,62,212,416,999,4,2003,20,6,0,N,0,36000,0,501,4,02401,Some college,62,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU1201102,18,8,46300,18,2,26,212,416,999,4,2013,21,1,1,1305,32,40300,40300,247,4,01705,Bachelors degree,26,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU1201102,18,8,46300,20,2,56,212,416,999,5,2013,21,1,1,4760,30,6000,6000,247,4,01705,Bachelors degree,56,Female,212,1st gen,Private sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU1237761,15,8,72000,15,1,28,45,416,999,1,1937,21,1,1,1010,45,72000,72000,501,4,00502,Bachelors degree,28,Male,45,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1240118,25,8,72000,26,2,26,38,416,50,1,1937,21,6,7,4700,20,8000,8000,56,4,00501,Bachelors degree,26,Female,38,2nd gen,Self-employed,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1288336,15,8,665000,15,1,55,212,416,999,4,1984,22,1,7,4820,50,665000,615000,501,4,01602,Graduate degree,55,Male,212,1st gen,Self-employed,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU1288336,15,8,665000,14,2,38,212,416,999,4,2015,21,6,1,5940,0,0,0,501,4,01602,Bachelors degree,38,Female,212,1st gen,Private sector employee,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU1308491,14,8,160000,14,2,28,49,187,416,1,1937,21,1,1,0710,40,60000,60000,501,4,01701,Bachelors degree,28,Female,49,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1338054,9,8,38400,10,2,61,212,416,999,4,1985,21,6,1,3050,0,38400,0,265,4,00502,Bachelors degree,61,Female,212,1st gen,Private sector employee,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU1376095,14,8,83000,13,2,23,29,416,999,1,1937,21,1,1,5000,35,23000,23000,439,4,01703,Bachelors degree,23,Female,29,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1376095,14,8,83000,15,1,29,212,416,999,4,1995,16,1,1,4760,40,60000,60000,439,4,01703,High school degree,29,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU1395768,14,8,140000,21,2,23,8,416,26,1,1937,21,1,1,1021,40,76000,76000,501,4,00601,Bachelors degree,23,Female,8,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1414042,26,8,6000,33,2,24,8,416,32,1,1937,19,2,6,2752,30,4800,0,34,4,00401,Some college,24,Female,8,2nd gen,Self-employed,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1417430,29,8,43900,21,1,80,212,416,999,4,1961,22,6,0,N,0,17200,0,268,4,00303,Graduate degree,80,Male,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU1437761,23,8,10000,24,2,87,212,416,999,4,1997,16,6,0,N,0,10000,0,74,4,01705,High school degree,87,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU1440128,51,8,98500,52,2,30,212,600,999,4,2019,24,6,1,4655,32,98500,98000,501,4,01301,Graduate degree,30,Female,212,1st gen,Private sector employee,Not in labor force,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU0019140,10,8,150000,10,1,66,213,416,999,4,1978,23,1,1,1410,40,90000,90000,501,4,00703,Graduate degree,66,Male,213,2nd gen,Private sector employee,Employed,Naturalized citizen,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0047045,18,8,92400,25,1,20,8,416,51,1,1937,16,1,1,4055,15,20000,20000,463,4,00601,High school degree,20,Male,8,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0093074,19,8,112000,19,2,26,212,416,999,4,2006,21,1,1,0845,40,72000,72000,501,4,01601,Bachelors degree,26,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0158144,8,8,45000,8,1,37,212,999,999,4,2011,20,3,1,5240,40,45000,5000,291,4,00601,Some college,37,Male,212,1st gen,Private sector employee,Unemployed,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU0161654,11,8,48000,11,2,26,6,416,999,1,1937,22,1,2,1760,48,48000,48000,303,4,01701,Graduate degree,26,Female,6,2nd gen,Non-profit employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0175570,12,8,43200,11,2,62,212,416,999,3,1964,21,6,4,2600,0,2200,0,14,4,02003,Bachelors degree,62,Female,212,1st gen,Public sector employee,Not in labor force,US-born,TRUE,TRUE,First generation,FALSE
2023,2023HU0254711,12,8,100100,12,1,75,212,416,997,4,1987,22,6,0,N,0,36700,0,501,4,01602,Graduate degree,75,Male,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0254711,12,8,100100,11,2,69,212,416,997,4,1987,21,1,6,4510,40,63400,0,501,4,01602,Bachelors degree,69,Female,212,1st gen,Self-employed,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0376347,7,8,233000,9,2,40,212,999,999,5,2007,24,1,1,0150,40,90000,90000,501,4,00601,Graduate degree,40,Female,212,1st gen,Private sector employee,Employed,Not a citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU0376347,7,8,233000,10,1,17,218,999,999,3,2013,14,1,1,4055,16,7000,7000,501,4,00601,Some high school,17,Male,218,2nd gen,Private sector employee,Employed,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU0376347,7,8,233000,11,1,11,218,999,999,3,2017,8,0,0,N,0,-19999,-1,501,4,00601,Less than high school,11,Male,218,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU0390976,9,8,110000,8,2,28,48,416,999,1,1937,22,1,3,3230,30,45000,45000,501,4,00601,Graduate degree,28,Female,48,2nd gen,Public sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0519153,43,8,180000,43,2,32,18,416,999,1,1937,22,1,1,3550,40,90000,90000,501,4,01703,Graduate degree,32,Female,18,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0532846,12,8,161000,11,1,71,212,997,434,4,1978,22,2,6,0205,20,30100,0,501,4,00502,Graduate degree,71,Male,212,1st gen,Self-employed,Employed,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU0544463,26,8,718500,26,1,64,212,416,999,4,1986,24,1,1,0010,40,636000,636000,501,4,00401,Graduate degree,64,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0544463,26,8,718500,28,2,50,212,416,999,4,2000,22,1,1,3258,25,70000,70000,501,4,00401,Graduate degree,50,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0544463,26,8,718500,36,1,22,8,416,999,1,1937,21,2,1,2205,10,10000,10000,501,4,00401,Bachelors degree,22,Male,8,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0544463,26,8,718500,30,1,17,8,416,999,1,1937,14,6,1,4055,20,2500,2500,501,4,00401,Some high school,17,Male,8,2nd gen,Private sector employee,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0560221,8,8,101000,8,1,45,212,999,999,4,2001,1,1,6,7160,40,83000,0,407,4,00801,Less than high school,45,Male,212,1st gen,Self-employed,Employed,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU0560221,8,8,101000,7,2,38,212,999,999,4,2014,20,1,1,4110,30,18000,18000,117,4,00801,Some college,38,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU0560221,8,8,101000,8,1,8,8,999,999,1,1937,6,0,0,N,0,-19999,-1,407,4,00801,Less than high school,8,Male,8,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU0570783,21,8,135100,16,2,34,8,416,999,1,1937,22,1,1,1305,45,100000,100000,455,4,01602,Graduate degree,34,Female,8,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0570783,21,8,135100,18,2,4,8,51,999,1,1937,2,0,0,N,0,-19999,-1,455,4,01602,Less than high school,4,Female,8,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU0570783,21,8,135100,18,2,1,8,51,999,1,1937,0,0,0,N,0,-19999,-1,455,4,01602,No schooling or N/A,1,Female,8,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU0612048,18,8,123000,18,1,71,212,431,999,4,1977,22,1,1,4700,40,107000,54000,501,4,00401,Graduate degree,71,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU0627211,18,8,124600,19,2,28,8,939,999,1,1937,21,3,1,0120,45,88000,88000,336,4,00901,Bachelors degree,28,Female,8,2nd gen,Private sector employee,Unemployed,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU0627211,18,8,124600,19,2,26,8,22,416,1,1937,21,3,1,0051,40,30000,30000,336,4,00901,Bachelors degree,26,Female,8,2nd gen,Private sector employee,Unemployed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0627211,18,8,124600,28,1,24,8,22,416,1,1937,21,6,1,4110,0,0,0,336,4,00901,Bachelors degree,24,Male,8,2nd gen,Private sector employee,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0627211,18,8,124600,24,1,72,212,799,999,4,1976,21,6,7,0310,0,0,0,336,4,00901,Bachelors degree,72,Male,212,1st gen,Self-employed,Not in labor force,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU0633496,19,8,170000,25,2,41,212,416,999,4,2009,24,1,4,2205,40,70000,70000,501,4,01501,Graduate degree,41,Female,212,1st gen,Public sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0660071,13,8,30000,13,2,42,16,26,416,1,1937,24,1,1,2205,60,30000,30000,147,4,02004,Graduate degree,42,Female,16,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0660071,13,8,30000,15,1,9,12,26,416,1,1937,6,0,0,N,0,-19999,-1,147,4,02004,Less than high school,9,Male,12,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0722701,13,8,47000,13,1,61,212,32,999,3,1967,21,6,0,N,0,35000,0,233,4,00100,Bachelors degree,61,Male,212,1st gen,N/A,Not in labor force,US-born,TRUE,FALSE,First generation,FALSE
2023,2023HU0730998,13,8,11300,13,1,70,212,416,999,4,1979,20,6,0,N,0,11300,0,77,4,01703,Some college,70,Male,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0757776,11,8,72320,11,2,71,212,416,997,4,1992,22,1,6,2600,20,72320,160,501,4,00502,Graduate degree,71,Female,212,1st gen,Self-employed,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0789830,15,8,210000,15,1,55,40,416,50,1,1937,21,1,1,0052,45,125000,95000,501,4,01702,Bachelors degree,55,Male,40,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0798321,36,8,146300,37,1,72,212,416,999,4,1977,24,6,0,N,0,74300,0,501,4,00302,Graduate degree,72,Male,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0798321,36,8,146300,32,2,72,212,416,999,4,1977,22,6,0,N,0,72000,0,501,4,00302,Graduate degree,72,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0843125,17,8,17000,18,1,68,212,416,999,4,1978,20,6,0,N,0,17000,0,118,4,00302,Some college,68,Male,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0855455,22,8,165100,22,2,30,6,416,999,1,1937,22,1,1,2910,30,35000,30000,501,4,00303,Graduate degree,30,Female,6,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0855455,22,8,165100,15,1,0,8,924,416,1,1937,0,0,0,N,0,-19999,-1,501,4,00303,No schooling or N/A,0,Male,8,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0869066,10,8,475000,11,2,36,212,416,999,4,1994,20,1,1,0052,50,175000,175000,501,4,00702,Some college,36,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0869805,21,8,195000,21,1,59,212,416,999,5,2017,16,1,1,6530,40,80000,80000,501,4,01101,High school degree,59,Male,212,1st gen,Private sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0869805,21,8,195000,19,2,52,212,999,999,3,1971,20,1,1,0120,40,105000,105000,501,4,01101,Some college,52,Female,212,1st gen,Private sector employee,Employed,US-born,TRUE,FALSE,First generation,FALSE
2023,2023HU0869805,21,8,195000,19,1,26,8,416,999,1,1937,19,1,1,9130,35,10000,10000,501,4,01101,Some college,26,Male,8,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
